"ID","name","versionNumber","contentType","dataFileSizeBytes","createdBy","createdOn","modifiedBy","modifiedOn","parentId","synapseURL","dataFileMD5Hex"
"syn53398808","case5180_44.png","1","image/png","1370124","3465426","1706114684533","3465426","1706114684533","syn53398764","https://www.synapse.org/#!Synapse:syn53398808.1","b38468b68d9a519a8ca3917292ef7454"
"syn53398810","case5180_46.png","1","image/png","1382937","3465426","1706114689974","3465426","1706114689974","syn53398764","https://www.synapse.org/#!Synapse:syn53398810.1","77f9806d33819fd1231b3e8aebdee8e4"
"syn53398858","case5180_88.png","1","image/png","1383947","3465426","1706114803011","3465426","1706114803011","syn53398764","https://www.synapse.org/#!Synapse:syn53398858.1","dd4635eeb1a2469a81385d1ac1941ac3"
"syn53398777","case5180_13.png","1","image/png","1389240","3465426","1706114602478","3465426","1706114602478","syn53398764","https://www.synapse.org/#!Synapse:syn53398777.1","d8b0ebcdbda25c43320b7783bdb77c5c"
"syn53398784","case5180_20.png","1","image/png","1390951","3465426","1706114620637","3465426","1706114620637","syn53398764","https://www.synapse.org/#!Synapse:syn53398784.1","4cddabccd1b8f442486a6334b55d2409"
"syn53398811","case5180_47.png","1","image/png","1391932","3465426","1706114692553","3465426","1706114692553","syn53398764","https://www.synapse.org/#!Synapse:syn53398811.1","f80f8fb7fc51579023ed2a7981a36229"
"syn53398795","case5180_31.png","1","image/png","1396532","3465426","1706114649363","3465426","1706114649363","syn53398764","https://www.synapse.org/#!Synapse:syn53398795.1","a10304cffca4aadb58cbfea5dcabcf1b"
"syn53398853","case5180_85.png","1","image/png","1403455","3465426","1706114794820","3465426","1706114794820","syn53398764","https://www.synapse.org/#!Synapse:syn53398853.1","63b8d0bfdd524356028182a93aa812f3"
"syn53398862","case5180_92.png","1","image/png","1404888","3465426","1706114814587","3465426","1706114814587","syn53398764","https://www.synapse.org/#!Synapse:syn53398862.1","e94db0288969fbeb00a6ddd473fb65e1"
"syn53398773","case5180_09.png","1","image/png","1405050","3465426","1706114592073","3465426","1706114592073","syn53398764","https://www.synapse.org/#!Synapse:syn53398773.1","fb352ba3eebc3d3ba6d23c7576e1e06a"
"syn53398769","case5180_05.png","1","image/png","1406495","3465426","1706114581268","3465426","1706114581268","syn53398764","https://www.synapse.org/#!Synapse:syn53398769.1","b6f032430da87c736da4bef758253a2e"
"syn53398794","case5180_30.png","1","image/png","1408141","3465426","1706114646747","3465426","1706114646747","syn53398764","https://www.synapse.org/#!Synapse:syn53398794.1","1a0eccd3a570ccabc11d40e9f4d153ed"
"syn53398765","case5180_01.png","1","image/png","1411095","3465426","1706114570651","3465426","1706114570651","syn53398764","https://www.synapse.org/#!Synapse:syn53398765.1","e98b96686f85284d5f0e7c90896336b6"
"syn53398766","case5180_02.png","1","image/png","1411889","3465426","1706114573301","3465426","1706114573301","syn53398764","https://www.synapse.org/#!Synapse:syn53398766.1","a8b134550ea87e88aa3dff2dfca4262f"
"syn53398776","case5180_12.png","1","image/png","1412299","3465426","1706114599725","3465426","1706114599725","syn53398764","https://www.synapse.org/#!Synapse:syn53398776.1","5eaf24257752c1615ed2715c1d19e797"
"syn53398785","case5180_21.png","1","image/png","1427279","3465426","1706114623216","3465426","1706114623216","syn53398764","https://www.synapse.org/#!Synapse:syn53398785.1","bf14bbcff1af6dccc741e104cc28797b"
"syn53398782","case5180_18.png","1","image/png","1428634","3465426","1706114615542","3465426","1706114615542","syn53398764","https://www.synapse.org/#!Synapse:syn53398782.1","393b12b08c8f1e0bf71b3bfbf7218ebc"
"syn53398855","case5180_86.png","1","image/png","1428677","3465426","1706114797705","3465426","1706114797705","syn53398764","https://www.synapse.org/#!Synapse:syn53398855.1","c7e42cc312a3d9d952df2db1658c99bf"
"syn53398780","case5180_16.png","1","image/png","1430409","3465426","1706114610376","3465426","1706114610376","syn53398764","https://www.synapse.org/#!Synapse:syn53398780.1","e624103772c7fbe6c82fae6a08a332b8"
"syn53398768","case5180_04.png","1","image/png","1433968","3465426","1706114578724","3465426","1706114578724","syn53398764","https://www.synapse.org/#!Synapse:syn53398768.1","ede17784efd6b7cd70ae9f509ddddb36"
"syn53398774","case5180_10.png","1","image/png","1445407","3465426","1706114594645","3465426","1706114594645","syn53398764","https://www.synapse.org/#!Synapse:syn53398774.1","f4da882611afd7a78e254675e7bd0506"
"syn53398772","case5180_08.png","1","image/png","1464351","3465426","1706114589458","3465426","1706114589458","syn53398764","https://www.synapse.org/#!Synapse:syn53398772.1","8487965ba6c2b96bcd5a38894a3ba7a3"
"syn53398775","case5180_11.png","1","image/png","1466947","3465426","1706114597269","3465426","1706114597269","syn53398764","https://www.synapse.org/#!Synapse:syn53398775.1","2c00889b316b4ad17fe1a00a43f9dc1c"
"syn53398767","case5180_03.png","1","image/png","1468378","3465426","1706114576090","3465426","1706114576090","syn53398764","https://www.synapse.org/#!Synapse:syn53398767.1","bb7837a4be49e2b118c93ae504bc551a"
